time_period,geographic_level,region_name,la_name,breakdown,characteristic_gender,characteristic_ethnic_major,characteristic_free_school_meals,characteristic_first_language,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps
202122,Regional,Inner London,Not applicable,Free school meals,Girls,Total,FSM all other,Total,194.0,9645.0,552641.0,57.3,9456.0,98.0,6245.0,64.7,7804.0,80.9,6468.0,67.1,3509.0,36.4,4532.0,47.0,50536.94,5.24
202122,Regional,Inner London,Not applicable,Free school meals,Girls,Total,FSM,Total,191.0,4860.0,234910.75,48.3,4695.0,96.6,2334.0,48.0,3227.0,66.4,2851.0,58.7,1145.0,23.6,1667.0,34.3,21060.42,4.33
202122,Regional,Outer London,Not applicable,Free school meals,Girls,Total,FSM,Total,323.0,5814.0,261991.63,45.1,5504.0,94.7,2411.0,41.5,3487.0,60.0,2718.0,46.7,1087.0,18.7,1579.0,27.2,23020.67,3.96
202122,Regional,Outer London,Not applicable,Free school meals,Girls,Total,FSM all other,Total,328.0,22129.0,1287764.41,58.2,21749.0,98.3,14536.0,65.7,17961.0,81.2,13545.0,61.2,7977.0,36.0,10106.0,45.7,116768.64,5.28
202122,Regional,South East,Not applicable,Free school meals,Girls,Total,FSM,Total,542.0,6854.0,250419.88,36.5,6312.0,92.1,1728.0,25.2,3083.0,45.0,1623.0,23.7,568.0,8.3,849.0,12.4,20762.44,3.03
202122,Regional,South East,Not applicable,Free school meals,Girls,Total,FSM all other,Total,555.0,38258.0,2118054.88,55.4,37505.0,98.0,22852.0,59.7,29969.0,78.3,18159.0,47.5,11301.0,29.5,14197.0,37.1,187236.99,4.89
202122,Regional,South West,Not applicable,Free school meals,Girls,Total,FSM all other,Total,357.0,22017.0,1190218.38,54.1,21601.0,98.1,12606.0,57.3,17034.0,77.4,8736.0,39.7,5225.0,23.7,6747.0,30.6,103441.67,4.7
202122,Regional,South West,Not applicable,Free school meals,Girls,Total,FSM,Total,353.0,4421.0,164515.5,37.2,4068.0,92.0,1177.0,26.6,2046.0,46.3,986.0,22.3,350.0,7.9,536.0,12.1,13657.86,3.09
202122,Local authority,North East,County Durham,Free school meals,Girls,Total,FSM,Total,38.0,631.0,25136.25,39.8,597.0,94.6,176.0,27.9,298.0,47.2,108.0,17.1,42.0,6.7,67.0,10.6,1990.89,3.16
202122,Local authority,North East,County Durham,Free school meals,Girls,Total,FSM all other,Total,38.0,1928.0,102225.0,53.0,1877.0,97.4,1032.0,53.5,1426.0,74.0,763.0,39.6,481.0,24.9,618.0,32.1,8728.89,4.53
202122,Local authority,North East,Darlington,Free school meals,Girls,Total,FSM,Total,9.0,132.0,4891.5,37.1,122.0,92.4,31.0,23.5,58.0,43.9,29.0,22.0,6.0,4.5,14.0,10.6,397.65,3.01
202122,Local authority,North East,Darlington,Free school meals,Girls,Total,FSM all other,Total,9.0,466.0,24420.5,52.4,459.0,98.5,255.0,54.7,340.0,73.0,216.0,46.4,110.0,23.6,151.0,32.4,2106.03,4.52
202122,Local authority,North East,Gateshead,Free school meals,Girls,Total,FSM,Total,13.0,226.0,8762.75,38.8,212.0,93.8,61.0,27.0,102.0,45.1,90.0,39.8,31.0,13.7,43.0,19.0,746.61,3.3
202122,Local authority,North East,Gateshead,Free school meals,Girls,Total,FSM all other,Total,13.0,795.0,44548.75,56.0,773.0,97.2,520.0,65.4,638.0,80.3,452.0,56.9,281.0,35.3,365.0,45.9,3994.37,5.02
202122,Local authority,North East,Hartlepool,Free school meals,Girls,Total,FSM,Total,6.0,206.0,7419.75,36.0,191.0,92.7,50.0,24.3,93.0,45.1,51.0,24.8,20.0,9.7,30.0,14.6,624.01,3.03
202122,Local authority,North East,Hartlepool,Free school meals,Girls,Total,FSM all other,Total,6.0,354.0,19176.75,54.2,345.0,97.5,204.0,57.6,287.0,81.1,118.0,33.3,82.0,23.2,101.0,28.5,1642.03,4.64
202122,Local authority,North East,Middlesbrough,Free school meals,Girls,Total,FSM,Total,10.0,276.0,10405.5,37.7,261.0,94.6,78.0,28.3,122.0,44.2,62.0,22.5,26.0,9.4,35.0,12.7,847.7,3.07
