time_period,geographic_level,region_name,la_name,breakdown,characteristic_gender,characteristic_ethnic_major,characteristic_free_school_meals,characteristic_first_language,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps
202122,Regional,North East,Not applicable,Ethnic major,Girls,Mixed,Total,Total,117.0,312.0,16584.25,53.2,306.0,98.1,165.0,52.9,233.0,74.7,146.0,46.8,88.0,28.2,109.0,34.9,1462.67,4.69
202122,Regional,North East,Not applicable,Ethnic major,Girls,Other,Total,Total,56.0,116.0,6066.75,52.3,112.0,96.6,62.0,53.4,81.0,69.8,65.0,56.0,42.0,36.2,50.0,43.1,558.68,4.82
202122,Regional,North East,Not applicable,Ethnic major,Girls,Unclassified,Total,Total,58.0,268.0,7251.75,27.1,195.0,72.8,70.0,26.1,101.0,37.7,72.0,26.9,29.0,10.8,47.0,17.5,646.47,2.41
202122,Regional,North East,Not applicable,Ethnic major,Girls,White,Total,Total,188.0,12169.0,599170.25,49.2,11782.0,96.8,5826.0,47.9,8249.0,67.8,4624.0,38.0,2609.0,21.4,3442.0,28.3,51170.4,4.2
202122,Regional,North West,Not applicable,Ethnic major,Girls,Asian,Total,Total,306.0,4354.0,239060.25,54.9,4268.0,98.0,2600.0,59.7,3335.0,76.6,2358.0,54.2,1239.0,28.5,1597.0,36.7,21397.36,4.91
202122,Regional,North West,Not applicable,Ethnic major,Girls,Black,Total,Total,244.0,1376.0,73028.0,53.1,1353.0,98.3,747.0,54.3,1014.0,73.7,627.0,45.6,352.0,25.6,459.0,33.4,6451.83,4.69
202122,Regional,North West,Not applicable,Ethnic major,Girls,Chinese,Total,Total,105.0,188.0,12934.5,68.8,184.0,97.9,159.0,84.6,173.0,92.0,121.0,64.4,100.0,53.2,111.0,59.0,1200.65,6.39
202122,Regional,North West,Not applicable,Ethnic major,Girls,Mixed,Total,Total,387.0,1749.0,87992.0,50.3,1697.0,97.0,855.0,48.9,1188.0,67.9,730.0,41.7,372.0,21.3,495.0,28.3,7625.72,4.36
202122,Regional,North West,Not applicable,Ethnic major,Girls,Other,Total,Total,190.0,631.0,31722.75,50.3,619.0,98.1,315.0,49.9,417.0,66.1,309.0,49.0,159.0,25.2,193.0,30.6,2880.49,4.56
202122,Regional,North West,Not applicable,Ethnic major,Girls,Unclassified,Total,Total,193.0,506.0,21053.25,41.6,465.0,91.9,198.0,39.1,280.0,55.3,155.0,30.6,80.0,15.8,106.0,20.9,1816.23,3.59
202122,Regional,North West,Not applicable,Ethnic major,Girls,White,Total,Total,521.0,30905.0,1509707.5,48.8,29918.0,96.8,14802.0,47.9,20881.0,67.6,11808.0,38.2,6120.0,19.8,8225.0,26.6,129550.11,4.19
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Asian,Total,Total,226.0,3719.0,193548.25,52.0,3655.0,98.3,2035.0,54.7,2726.0,73.3,1836.0,49.4,918.0,24.7,1219.0,32.8,17108.21,4.6
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Black,Total,Total,175.0,782.0,39555.75,50.6,770.0,98.5,406.0,51.9,568.0,72.6,379.0,48.5,156.0,19.9,248.0,31.7,3478.77,4.45
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Chinese,Total,Total,60.0,87.0,5847.0,67.2,87.0,100.0,75.0,86.2,80.0,92.0,44.0,50.6,30.0,34.5,36.0,41.4,525.68,6.04
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Mixed,Total,Total,273.0,1293.0,63989.25,49.5,1254.0,97.0,638.0,49.3,879.0,68.0,540.0,41.8,292.0,22.6,382.0,29.5,5564.8,4.3
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Other,Total,Total,127.0,336.0,16692.0,49.7,326.0,97.0,176.0,52.4,228.0,67.9,175.0,52.1,86.0,25.6,105.0,31.3,1497.66,4.46
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,Unclassified,Total,Total,153.0,586.0,19799.25,33.8,538.0,91.8,162.0,27.6,260.0,44.4,154.0,26.3,71.0,12.1,100.0,17.1,1721.55,2.94
202122,Regional,Yorkshire and The Humber,Not applicable,Ethnic major,Girls,White,Total,Total,361.0,22589.0,1117853.25,49.5,21945.0,97.1,11436.0,50.6,15691.0,69.5,8697.0,38.5,4797.0,21.2,6281.0,27.8,96667.46,4.28
202122,Regional,East Midlands,Not applicable,Ethnic major,Girls,Asian,Total,Total,196.0,2269.0,129129.0,56.9,2234.0,98.5,1417.0,62.5,1815.0,80.0,1265.0,55.8,780.0,34.4,981.0,43.2,11738.39,5.17
202122,Regional,East Midlands,Not applicable,Ethnic major,Girls,Black,Total,Total,177.0,930.0,47792.75,51.4,919.0,98.8,452.0,48.6,665.0,71.5,414.0,44.5,208.0,22.4,286.0,30.8,4207.47,4.52
202122,Regional,East Midlands,Not applicable,Ethnic major,Girls,Chinese,Total,Total,70.0,88.0,5970.25,67.8,88.0,100.0,73.0,83.0,83.0,94.3,52.0,59.1,41.0,46.6,48.0,54.5,555.82,6.32
